timestamp,algorithm,structure,data_type,distribution,size,iterations,iteration_id,duration_us,min_us,avg_us,max_us
2026-05-12 02:01:31,merge,array,int,random,25000,50,15,4400,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,16,4396,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,17,4399,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,18,4401,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,19,4394,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,20,4408,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,21,4401,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,22,4399,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,23,4409,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,24,4407,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,25,4406,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,26,4413,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,27,4399,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,28,4406,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,29,4450,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,30,4472,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,31,4395,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,32,4400,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,33,4441,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,34,4395,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,35,4402,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,36,4401,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,37,4407,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,38,4397,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,39,4404,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,40,4406,,,
2026-05-12 02:01:31,merge,array,int,random,25000,50,41,4402,,,
2026-05-12 02:01:32,merge,array,int,random,25000,50,42,4403,,,
2026-05-12 02:01:32,merge,array,int,random,25000,50,43,4422,,,
2026-05-12 02:01:32,merge,array,int,random,25000,50,44,4398,,,
2026-05-12 02:01:32,merge,array,int,random,25000,50,45,4397,,,
2026-05-12 02:01:32,merge,array,int,random,25000,50,46,4392,,,
2026-05-12 02:01:32,merge,array,int,random,25000,50,47,4393,,,
2026-05-12 02:01:32,merge,array,int,random,25000,50,48,4393,,,
2026-05-12 02:01:32,merge,array,int,random,25000,50,49,4392,,,
2026-05-12 02:01:32,merge,array,int,random,25000,50,50,4394,,,
2026-05-12 02:01:32,merge,array,int,random,50000,50,1,9424,,,
2026-05-12 02:01:32,merge,array,int,random,50000,50,2,9466,,,
2026-05-12 02:01:32,merge,array,int,random,50000,50,3,9446,,,
2026-05-12 02:01:32,merge,array,int,random,50000,50,4,9434,,,
2026-05-12 02:01:32,merge,array,int,random,50000,50,5,9430,,,
2026-05-12 02:01:32,merge,array,int,random,50000,50,6,9416,,,
2026-05-12 02:01:32,merge,array,int,random,50000,50,7,9407,,,
2026-05-12 02:01:32,merge,array,int,random,50000,50,8,9412,,,
2026-05-12 02:01:32,merge,array,int,random,50000,50,9,9421,,,
2026-05-12 02:01:32,merge,array,int,random,50000,50,10,9439,,,
2026-05-12 02:01:32,merge,array,int,random,50000,50,11,9420,,,
2026-05-12 02:01:32,merge,array,int,random,50000,50,12,9442,,,
2026-05-12 02:01:32,merge,array,int,random,50000,50,13,9417,,,
2026-05-12 02:01:32,merge,array,int,random,50000,50,14,9411,,,
2026-05-12 02:01:32,merge,array,int,random,50000,50,15,9429,,,
2026-05-12 02:01:32,merge,array,int,random,50000,50,16,9433,,,
2026-05-12 02:01:32,merge,array,int,random,50000,50,17,9428,,,
2026-05-12 02:01:32,merge,array,int,random,50000,50,18,9416,,,
2026-05-12 02:01:32,merge,array,int,random,50000,50,19,9419,,,
2026-05-12 02:01:32,merge,array,int,random,50000,50,20,9425,,,
2026-05-12 02:01:32,merge,array,int,random,50000,50,21,9427,,,
2026-05-12 02:01:32,merge,array,int,random,50000,50,22,9417,,,
2026-05-12 02:01:32,merge,array,int,random,50000,50,23,9450,,,
2026-05-12 02:01:32,merge,array,int,random,50000,50,24,9402,,,
2026-05-12 02:01:32,merge,array,int,random,50000,50,25,9393,,,
2026-05-12 02:01:32,merge,array,int,random,50000,50,26,9459,,,
2026-05-12 02:01:32,merge,array,int,random,50000,50,27,18573,,,
2026-05-12 02:01:32,merge,array,int,random,50000,50,28,12206,,,
2026-05-12 02:01:32,merge,array,int,random,50000,50,29,43861,,,
