timestamp,algorithm,structure,data_type,distribution,size,iterations,iteration_id,duration_us,min_us,avg_us,max_us,status
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,39,5734,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,40,6410,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,41,5668,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,42,6183,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,43,5483,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,44,5393,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,45,5856,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,46,5475,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,47,5736,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,48,5529,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,49,5945,5380,6441.56,11734,OK
2026-05-11 18:49:40,merge,array,unsigned_int,random,25000,50,50,5380,5380,6441.56,11734,OK
2026-05-11 18:52:13,cocktail,singleList,int,random,5000,50,1,53762,35746,36834.56,53762,OK
2026-05-11 18:52:13,cocktail,singleList,int,random,5000,50,2,38830,35746,36834.56,53762,OK
2026-05-11 18:52:13,cocktail,singleList,int,random,5000,50,3,36765,35746,36834.56,53762,OK
2026-05-11 18:52:13,cocktail,singleList,int,random,5000,50,4,36619,35746,36834.56,53762,OK
2026-05-11 18:52:13,cocktail,singleList,int,random,5000,50,5,36791,35746,36834.56,53762,OK
2026-05-11 18:52:13,cocktail,singleList,int,random,5000,50,6,36542,35746,36834.56,53762,OK
2026-05-11 18:52:13,cocktail,singleList,int,random,5000,50,7,35883,35746,36834.56,53762,OK
2026-05-11 18:52:13,cocktail,singleList,int,random,5000,50,8,36517,35746,36834.56,53762,OK
2026-05-11 18:52:13,cocktail,singleList,int,random,5000,50,9,36605,35746,36834.56,53762,OK
2026-05-11 18:52:13,cocktail,singleList,int,random,5000,50,10,36539,35746,36834.56,53762,OK
2026-05-11 18:52:13,cocktail,singleList,int,random,5000,50,11,36501,35746,36834.56,53762,OK
2026-05-11 18:52:13,cocktail,singleList,int,random,5000,50,12,36039,35746,36834.56,53762,OK
2026-05-11 18:52:13,cocktail,singleList,int,random,5000,50,13,36400,35746,36834.56,53762,OK
2026-05-11 18:52:13,cocktail,singleList,int,random,5000,50,14,36150,35746,36834.56,53762,OK
2026-05-11 18:52:13,cocktail,singleList,int,random,5000,50,15,36606,35746,36834.56,53762,OK
2026-05-11 18:52:13,cocktail,singleList,int,random,5000,50,16,36841,35746,36834.56,53762,OK
2026-05-11 18:52:13,cocktail,singleList,int,random,5000,50,17,36243,35746,36834.56,53762,OK
2026-05-11 18:52:13,cocktail,singleList,int,random,5000,50,18,36379,35746,36834.56,53762,OK
2026-05-11 18:52:13,cocktail,singleList,int,random,5000,50,19,36105,35746,36834.56,53762,OK
2026-05-11 18:52:13,cocktail,singleList,int,random,5000,50,20,36049,35746,36834.56,53762,OK
2026-05-11 18:52:13,cocktail,singleList,int,random,5000,50,21,36761,35746,36834.56,53762,OK
2026-05-11 18:52:13,cocktail,singleList,int,random,5000,50,22,37348,35746,36834.56,53762,OK
2026-05-11 18:52:13,cocktail,singleList,int,random,5000,50,23,36539,35746,36834.56,53762,OK
2026-05-11 18:52:13,cocktail,singleList,int,random,5000,50,24,36682,35746,36834.56,53762,OK
